,MAE,RMSE,MAPE
untransformed,4.534798805489868,7.059097084597527,218.1493730774724
log_fitted,0.5051761157887615,0.6465169457576857,47.34129281352718
log_fitted_filtered,0.28708248929648167,0.3887374792335269,9.479783409456726
lag_fitted,0.2771375262594345,0.3581669271264527,9.387858244987628
optimised,0.28715992438577387,0.37018865845956883,9.627757344067353
